"ID","Package","Item","Title","RowsCount","ColumnsCount","BinaryColumnsCount","CharacterColumnsCount","FactorColumnsCount","LogicalColumnsCount","NumericColumnsCount","CSVURL","DocURL","Description"
"openintro-yrbss_samp","openintro","yrbss_samp","Sample of Youth Risk Behavior Surveillance System (YRBSS)",100,13,2,8,0,0,5,"https://vincentarelbundock.github.io/Rdatasets/csv/openintro/yrbss_samp.csv","https://vincentarelbundock.github.io/Rdatasets/doc/openintro/yrbss_samp.html","yrbss_samp R Documentation   Sample of Youth Risk Behavior Surveillance System (YRBSS)   Description  
A sample of the yrbss data set.    Usage    yrbss_samp    Format  
A data frame with 100 observations on the following 13 variables.    age
Age, in years.   gender
Gender.   grade
School grade.   hispanic
Hispanic or not.   race
Race / ethnicity.   height
Height, in meters (3.28 feet per meter).   weight
Weight, in kilograms (2.2 pounds per kilogram).   helmet_12m
How often did you wear a helmet when biking in the last 12 months?   text_while_driving_30d
How many days did you text while driving in the last 30 days?   physically_active_7d
How many days were you physically active for 60+ minutes in the last 7 days?   hours_tv_per_school_day
How many hours of TV do you typically watch on a school night?   strength_training_7d
How many days did you do strength training (e.g. lift weights) in the last 7 days?   school_night_hours_sleep
How many hours of sleep do you typically get on a school night?     Source  
CDC's Youth Risk Behavior Surveillance System (YRBSS)     Examples    table(yrbss_samp$physically_active_7d)"
"palmerpenguins-penguins","palmerpenguins","penguins","Size measurements for adult foraging penguins near Palmer Station, Antarctica",344,8,1,0,3,0,5,"https://vincentarelbundock.github.io/Rdatasets/csv/palmerpenguins/penguins.csv","https://vincentarelbundock.github.io/Rdatasets/doc/palmerpenguins/penguins.html","penguins R Documentation   Size measurements for adult foraging penguins near Palmer Station, Antarctica   Description  
Includes measurements for penguin species, island in Palmer Archipelago, size (flipper length, body mass, bill dimensions), and sex. This is a subset of penguins_raw .    Usage    penguins    Format  
A tibble with 344 rows and 8 variables:    species
a factor denoting penguin species (Adélie, Chinstrap and Gentoo)   island
a factor denoting island in Palmer Archipelago, Antarctica (Biscoe, Dream or Torgersen)   bill_length_mm
a number denoting bill length (millimeters)   bill_depth_mm
a number denoting bill depth (millimeters)   flipper_length_mm
an integer denoting flipper length (millimeters)   body_mass_g
an integer denoting body mass (grams)   sex
a factor denoting penguin sex (female, male)   year
an integer denoting the study year (2007, 2008, or 2009)     Source  
Adélie penguins: Palmer Station Antarctica LTER and K. Gorman. 2020. Structural size measurements and isotopic signatures of foraging among adult male and female Adélie penguins (Pygoscelis adeliae) nesting along the Palmer Archipelago near Palmer Station, 2007-2009 ver 5. Environmental Data Initiative https://doi.org/10.6073/pasta/98b16d7d563f265cb52372c8ca99e60f    
Gentoo penguins: Palmer Station Antarctica LTER and K. Gorman. 2020. Structural size measurements and isotopic signatures of foraging among adult male and female Gentoo penguin (Pygoscelis papua) nesting along the Palmer Archipelago near Palmer Station, 2007-2009 ver 5. Environmental Data Initiative https://doi.org/10.6073/pasta/7fca67fb28d56ee2ffa3d9370ebda689    
Chinstrap penguins: Palmer Station Antarctica LTER and K. Gorman. 2020. Structural size measurements and isotopic signatures of foraging among adult male and female Chinstrap penguin (Pygoscelis antarcticus) nesting along the Palmer Archipelago near Palmer Station, 2007-2009 ver 6. Environmental Data Initiative https://doi.org/10.6073/pasta/c14dfcfada8ea13a17536e73eb6fbe9e    
Originally published in: Gorman KB, Williams TD, Fraser WR (2014) Ecological Sexual Dimorphism and Environmental Variability within a Community of Antarctic Penguins (Genus Pygoscelis). PLoS ONE 9(3): e90081. doi:10.1371/journal.pone.0090081"
"plm-Cigar","plm","Cigar","Cigarette Consumption",1380,9,0,0,0,0,9,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Cigar.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Cigar.html","Cigar R Documentation   Cigarette Consumption   Description  
a panel of 46 observations from 1963 to 1992    Format  
A data frame containing :    state
state abbreviation   year
the year   price
price per pack of cigarettes   pop
population   pop16
population above the age of 16   cpi
consumer price index (1983=100)   ndi
per capita disposable income   sales
cigarette sales in packs per capita   pimin
minimum price in adjoining states per pack of cigarettes     Details  
total number of observations : 1380   
observation : regional   
country : United States    Source  
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452     References  
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd.   
Baltagi B, Levin D (1992). “Cigarette taxation: Raising revenues and reducing consumption.”  Structural Change and Economic Dynamics , 3 (2), 321–335.  https://EconPapers.repec.org/RePEc:eee:streco:v:3:y:1992:i:2:p:321-335 .   
Baltagi BH, Griffin JM, Xiong W (2000). “To Pool or Not to Pool: Homogeneous Versus Heterogeneous Estimators Applied to Cigarette Demand.”  The Review of Economics and Statistics , 82 (1), 117–126. doi: 10.1162/003465300558551 , https://doi.org/10.1162/003465300558551 ."
"plm-Crime","plm","Crime","Crime in North Carolina",630,44,1,0,2,0,42,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Crime.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Crime.html","Crime R Documentation   Crime in North Carolina   Description  
a panel of 90 observational units (counties) from 1981 to 1987    Format  
A data frame containing :    county
county identifier   year
year from 1981 to 1987   crmrte
crimes committed per person   prbarr
'probability' of arrest   prbconv
'probability' of conviction   prbpris
'probability' of prison sentence   avgsen
average sentence, days   polpc
police per capita   density
people per square mile   taxpc
tax revenue per capita   region
factor. One of 'other', 'west' or 'central'.   smsa
factor. (Also called ""urban"".) Does the individual reside in a SMSA (standard metropolitan statistical area)?   pctmin
percentage minority in 1980   wcon
weekly wage in construction   wtuc
weekly wage in transportation, utilities, communications   wtrd
weekly wage in wholesale and retail trade   wfir
weekly wage in finance, insurance and real estate   wser
weekly wage in service industry   wmfg
weekly wage in manufacturing   wfed
weekly wage in federal government   wsta
weekly wage in state government   wloc
weekly wage in local government   mix
offence mix: face-to-face/other   pctymle
percentage of young males (between ages 15 to 24)   lcrmrte
log of crimes committed per person   lprbarr
log of 'probability' of arrest   lprbconv
log of 'probability' of conviction   lprbpris
log of 'probability' of prison sentence   lavgsen
log of average sentence, days   lpolpc
log of police per capita   ldensity
log of people per square mile   ltaxpc
log of tax revenue per capita   lpctmin
log of percentage minority in 1980   lwcon
log of weekly wage in construction   lwtuc
log of weekly wage in transportation, utilities, communications   lwtrd
log of weekly wage in wholesale and retail trade   lwfir
log of weekly wage in finance, insurance and real estate   lwser
log of weekly wage in service industry   lwmfg
log of weekly wage in manufacturing   lwfed
log of weekly wage in federal government   lwsta
log of weekly wage in state government   lwloc
log of weekly wage in local government   lmix
log of offence mix: face-to-face/other   lpctymle
log of percentage of young males (between ages 15 to 24)     Details  
total number of observations : 630   
observation : regional   
country : United States   
The variables l* (lcrmrte, lprbarr, ...) contain the pre-computed logarithms of the base variables as found in the original data set. Note that these values slightly differ from what R's log() function yields for the base variables. In order to reproduce examples from the literature, the pre-computed logs need to be used, otherwise the results differ slightly.    Source  
Journal of Applied Econometrics Data Archive (complements Baltagi (2006)):   
http://qed.econ.queensu.ca/jae/2006-v21.4/baltagi/    
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452    
See also Journal of Applied Econometrics data archive entry for Baltagi (2006) at  http://qed.econ.queensu.ca/jae/2006-v21.4/baltagi/ .    References  
Cornwell C, Trumbull WN (1994). “Estimating the economic model of crime with panel data.”  Review of Economics and Statistics , 76 , 360–366.   
Baltagi BH (2006). “Estmating an economic model of crime using panel data from North Carolina.”  Journal of Applied Econometrics , 21 (4).   
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd."
"plm-EmplUK","plm","EmplUK","Employment and Wages in the United Kingdom",1031,7,0,0,0,0,7,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/EmplUK.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/EmplUK.html","EmplUK R Documentation   Employment and Wages in the United Kingdom   Description  
An unbalanced panel of 140 observations from 1976 to 1984    Format  
A data frame containing :    firm
firm index   year
year   sector
the sector of activity   emp
employment   wage
wages   capital
capital   output
output     Details  
total number of observations : 1031   
observation : firms   
country : United Kingdom    Source  
Arellano M, Bond S (1991). “Some Tests of Specification for Panel Data : Monte Carlo Evidence and an Application to Employment Equations.”  Review of Economic Studies , 58 , 277–297."
"plm-Gasoline","plm","Gasoline","Gasoline Consumption",342,6,0,0,1,0,5,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Gasoline.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Gasoline.html","Gasoline R Documentation   Gasoline Consumption   Description  
A panel of 18 observations from 1960 to 1978    Format  
A data frame containing :    country
a factor with 18 levels   year
the year   lgaspcar
logarithm of motor gasoline consumption per car   lincomep
logarithm of real per-capita income   lrpmg
logarithm of real motor gasoline price   lcarpcap
logarithm of the stock of cars per capita     Details  
total number of observations : 342   
observation : country   
country : OECD    Source  
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452     References  
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd.   
Baltagi BH, Griffin JM (1983). “Gasoline demand in the OECD: An application of pooling and testing procedures.”  European Economic Review , 22 (2), 117–137. ISSN 0014-2921, https://www.sciencedirect.com/science/article/pii/0014292183900776 ."
"plm-Grunfeld","plm","Grunfeld","Grunfeld's Investment Data",200,5,0,0,0,0,5,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Grunfeld.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Grunfeld.html","Grunfeld R Documentation   Grunfeld's Investment Data   Description  
A balanced panel of 10 observational units (firms) from 1935 to 1954    Format  
A data frame containing :    firm
observation   year
date   inv
gross Investment   value
value of the firm   capital
stock of plant and equipment     Details  
total number of observations : 200   
observation : production units   
country : United States    Note  
The Grunfeld data as provided in package plm is the same data as used in Baltagi (2001), see Examples below.   
NB:
Various versions of the Grunfeld data circulate online. Also, various text books (and also varying among editions) and papers use different subsets of the original Grunfeld data, some of which contain errors in a few data points compared to the original data used by Grunfeld (1958) in his PhD thesis. See Kleiber/Zeileis (2010) and its accompanying website for a comparison of various Grunfeld data sets in use.    Source  
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
https://www.wiley.com/legacy/wileychi/baltagi/supp/Grunfeld.fil    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452     References  
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd.   
Grunfeld Y (1958).  The determinants of corporate investment . Ph.D. thesis, Department of Economics, University of Chicago.   
Kleiber C, Zeileis A (2010). “The Grunfeld Data at 50.”  German Economic Review , 11 , 404–417. doi: 10.1111/j.1468-0475.2010.00513.x , https://doi.org/10.1111/j.1468-0475.2010.00513.x .   
website accompanying the paper with various variants of the Grunfeld data:  https://www.zeileis.org/grunfeld/ .    See Also  
For the complete Grunfeld data (11 firms), see AER::Grunfeld, in the AER package.    Examples    ## Not run: # Compare plm's Grunfeld data to Baltagi's (2001) Grunfeld data: data(""Grunfeld"", package=""plm"") Grunfeld_baltagi2001 <- read.csv(""http://www.wiley.com/legacy/wileychi/ baltagi/supp/Grunfeld.fil"", sep="""", header = FALSE) library(compare) compare::compare(Grunfeld, Grunfeld_baltagi2001, allowAll = T) # same data set ## End(Not run)"
"plm-Hedonic","plm","Hedonic","Hedonic Prices of Census Tracts in the Boston Area",506,15,1,0,1,0,14,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Hedonic.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Hedonic.html","Hedonic R Documentation   Hedonic Prices of Census Tracts in the Boston Area   Description  
A cross-section    Format  
A dataframe containing:    mv
median value of owner–occupied homes   crim
crime rate   zn
proportion of 25,000 square feet residential lots   indus
proportion of no–retail business acres   chas
is the tract bounds the Charles River?   nox
annual average nitrogen oxide concentration in parts per hundred million   rm
average number of rooms   age
proportion of owner units built prior to 1940   dis
weighted distances to five employment centers in the Boston area   rad
index of accessibility to radial highways   tax
full value property tax rate ($/$10,000)   ptratio
pupil/teacher ratio   blacks
proportion of blacks in the population   lstat
proportion of population that is lower status   townid
town identifier     Details  
number of observations : 506   
observation : regional   
country : United States    Source  
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452     References  
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd.   
Besley DA, Kuh E, Welsch RE (1980).  Regression diagnostics: identifying influential data and sources of collinearity . John Wiley and Sons ltd. Wiley series in probability and statistics.   
Harrison D, Rubinfeld DL (1978). “Hedonic housing prices and the demand for clean air.”  Journal of Environmental Economics and Management , 5 , 81–102."
"plm-LaborSupply","plm","LaborSupply","Wages and Hours Worked",5320,7,1,0,0,0,7,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/LaborSupply.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/LaborSupply.html","LaborSupply R Documentation   Wages and Hours Worked   Description  
A panel of 532 observations from 1979 to 1988    Format  
A data frame containing :    lnhr
log of annual hours worked   lnwg
log of hourly wage   kids
number of children   age
age   disab
bad health   id
id   year
year     Details  
number of observations : 5320    Source  
Online complements to Ziliak (1997).   
Journal of Business Economics and Statistics web site:  https://amstat.tandfonline.com/loi/ubes20/ .    References  
Colin Cameron A, K. Trivedi P (2005).  Microeconometrics: Methods and Applications . Cambridge University Press. ISBN 0521848059, doi: 10.1017/CBO9780511811241 , https://doi.org/10.1017/CBO9780511811241 .   
Ziliak JP (1997). “Efficient Estimation with Panel Data When Instruments Are Predetermined: An Empirical Comparison of Moment-Condition Estimators.”  Journal of Business & Economic Statistics , 15 (4), 419–431. ISSN 07350015."
"plm-Males","plm","Males","Wages and Education of Young Males",4360,12,3,0,7,0,5,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Males.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Males.html","Males R Documentation   Wages and Education of Young Males   Description  
A panel of 545 observations from 1980 to 1987    Format  
A data frame containing :    nr
identifier   year
year   school
years of schooling   exper
years of experience (computed as age-6-school )   union
wage set by collective bargaining?   ethn
a factor with levels black, hisp, other   married
married?   health
health problem?   wage
log of hourly wage   industry
a factor with 12 levels   occupation
a factor with 9 levels   residence
a factor with levels rural_area, north_east, northern_central, south     Details  
total number of observations : 4360   
observation : individuals   
country : United States    Source  
Journal of Applied Econometrics data archive  http://qed.econ.queensu.ca/jae/1998-v13.2/vella-verbeek/ .    References  
Vella F, Verbeek M (1998). “Whose wages do unions raise? A dynamic model of unionism and wage rate determination for young men.”  Journal of Applied Econometrics , 13 , 163–183.   
Verbeek M (2004).  A Guide to Modern Econometrics . Wiley."
"plm-Parity","plm","Parity","Purchasing Power Parity and other parity relationships",1768,9,0,0,1,0,8,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Parity.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Parity.html","Parity R Documentation   Purchasing Power Parity and other parity relationships   Description  
A panel of 104 quarterly observations from 1973Q1 to 1998Q4    Format  
A data frame containing :    country
country codes: a factor with 17 levels   time
the quarter index, 1973Q1-1998Q4   ls
log spot exchange rate vs. USD   lp
log price level   is
short term interest rate   il
long term interest rate   ld
log price differential vs. USA   uis
U.S. short term interest rate   uil
U.S. long term interest rate     Details  
total number of observations : 1768   
observation : country   
country : OECD    Source  
Coakley J, Fuertes A, Smith R (2006). “Unobserved heterogeneity in panel time series models.”  Computational Statistics \& Data Analysis , 50 (9), 2361–2380.    References  
Coakley J, Fuertes A, Smith R (2006). “Unobserved heterogeneity in panel time series models.”  Computational Statistics \& Data Analysis , 50 (9), 2361–2380.   
Driscoll JC, Kraay AC (1998). “Consistent covariance matrix estimation with spatially dependent panel data.”  Review of economics and statistics , 80 (4), 549–560."
"plm-Produc","plm","Produc","US States Production",816,11,0,0,2,0,9,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Produc.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Produc.html","Produc R Documentation   US States Production   Description  
A panel of 48 observations from 1970 to 1986    Format  
A data frame containing :    state
the state   year
the year   region
the region   pcap
public capital stock   hwy
highway and streets   water
water and sewer facilities   util
other public buildings and structures   pc
private capital stock   gsp
gross state product   emp
labor input measured by the employment in non–agricultural payrolls   unemp
state unemployment rate     Details  
total number of observations : 816   
observation : regional   
country : United States    Source  
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452     References  
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd.   
Baltagi BH, Pinnoi N (1995). “Public capital stock and state productivity growth: further evidence from an error components model.”  Empirical Economics , 20 , 351–359.   
Munnell A (1990). “Why Has Productivity Growth Declined? Productivity and Public Investment.”  New England Economic Review , 3–22."
"plm-RiceFarms","plm","RiceFarms","Production of Rice in Indonesia",1026,20,0,0,4,0,16,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/RiceFarms.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/RiceFarms.html","RiceFarms R Documentation   Production of Rice in Indonesia   Description  
a panel of 171 observations    Format  
A dataframe containing :    id
the farm identifier   size
the total area cultivated with rice, measured in hectares   status
land status, on of 'owner' (non sharecroppers, owner operators or leaseholders or both), 'share'  (sharecroppers), 'mixed' (mixed of the two previous status)   varieties
one of 'trad' (traditional varieties),  'high' (high yielding varieties) and 'mixed' (mixed varieties)   bimas
bIMAS is an intensification program; one of  'no' (non-bimas farmer), 'yes' (bimas farmer) or  'mixed' (part but not all of farmer's land was registered to be in the bimas program)   seed
seed in kilogram   urea
urea in kilogram   phosphate
phosphate in kilogram   pesticide
pesticide cost in Rupiah   pseed
price of seed in Rupiah per kg   purea
price of urea in Rupiah per kg   pphosph
price of phosphate in Rupiah per kg   hiredlabor
hired labor in hours   famlabor
family labor in hours   totlabor
total labor (excluding harvest labor)   wage
labor wage in Rupiah per hour   goutput
gross output of rice in kg   noutput
net output, gross output minus harvesting cost (paid in terms of rice)   price
price of rough rice in Rupiah per kg   region
one of 'wargabinangun' , 'langan' ,  'gunungwangi' , 'malausma' , 'sukaambit' ,  'ciwangi'     Details  
number of observations : 1026   
observation : farms   
country : Indonesia    Source  
Feng Q, Horrace WC (2012). “Alternative technical efficiency measures: Skew, bias and scale.”  Journal of Applied Econometrics , 27 (2), 253–268. doi: 10.1002/jae.1190 , https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.1190 ."
"plm-Snmesp","plm","Snmesp","Employment and Wages in Spain",5904,8,0,0,0,0,8,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Snmesp.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Snmesp.html","Snmesp R Documentation   Employment and Wages in Spain   Description  
A panel of 738 observations from 1983 to 1990    Format  
A data frame containing:    firm
firm index   year
year   n
log of employment   w
log of wages   y
log of real output   i
log of intermediate inputs   k
log of real capital stock   f
real cash flow     Details  
total number of observations : 5904   
observation : firms   
country : Spain    Source  
Journal of Business Economics and Statistics data archive:   
https://amstat.tandfonline.com/loi/ubes20/ .    References  
Alonso-Borrego C, Arellano M (1999). “Symmetrically Normalized Instrumental-Variable Estimation Using Panel Data.”  Journal of Business and Economic Statistics , 17 (1), 36–49."
"plm-SumHes","plm","SumHes","The Penn World Table, v. 5",3250,7,2,0,3,0,4,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/SumHes.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/SumHes.html","SumHes R Documentation   The Penn World Table, v. 5   Description  
A panel of 125 observations from 1960 to 1985    Format  
A data frame containing :    year
the year   country
the country name (factor)   opec
OPEC member?   com
communist regime?   pop
country's population (in thousands)   gdp
real GDP per capita (in 1985 US dollars)   sr
saving rate (in percent)     Details  
total number of observations : 3250   
observation : country   
country : World    Source  
Online supplements to Hayashi (2000).   
http://fhayashi.fc2web.com/datasets.htm     References  
Hayashi F (2000).  Econometrics . Princeton University Press.   
Summers R, Heston A (1991). “The Penn World Table (Mark 5): An Expanded Set of International Comparisons, 1950–1988.”  The Quarterly Journal of Economics , 106 , 327–68. doi: 10.2307/2937941 , https://doi.org/10.2307/2937941 ."
"plm-Wages","plm","Wages","Panel Data of Individual Wages",4165,12,8,0,7,0,5,"https://vincentarelbundock.github.io/Rdatasets/csv/plm/Wages.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plm/Wages.html","Wages R Documentation   Panel Data of Individual Wages   Description  
A panel of 595 individuals from 1976 to 1982, taken from the Panel Study of Income Dynamics (PSID).

The data are organized as a stacked time series/balanced panel, see Examples on how to convert to a  pdata.frame .    Format  
A data frame containing:    exp
years of full-time work experience.   wks
weeks worked.   bluecol
blue collar?   ind
works in a manufacturing industry?   south
resides in the south?   smsa
resides in a standard metropolitan statistical area?   married
married?   sex
a factor with levels ""male"" and ""female""   union
individual's wage set by a union contract?   ed
years of education.   black
is the individual black?   lwage
logarithm of wage.     Details  
total number of observations : 4165   
observation : individuals   
country : United States    Source  
Online complements to Baltagi (2001):   
https://www.wiley.com/legacy/wileychi/baltagi/    
Online complements to Baltagi (2013):   
https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452     References  
Baltagi BH (2001).  Econometric Analysis of Panel Data , 3rd edition. John Wiley and Sons ltd.   
Baltagi BH (2013).  Econometric Analysis of Panel Data , 5th edition. John Wiley and Sons ltd.   
Cornwell C, Rupert P (1988). “Efficient Estimation With Panel Data: an Empirical Comparison of Instrumental Variables Estimators.”  Journal of Applied Econometrics , 3 , 149–155.    Examples    # data set 'Wages' is organized as a stacked time series/balanced panel data(""Wages"", package = ""plm"") Wag <- pdata.frame(Wages, index=595)"
"plyr-baseball","plyr","baseball","Yearly batting records for all major league baseball players",21699,22,0,3,0,0,19,"https://vincentarelbundock.github.io/Rdatasets/csv/plyr/baseball.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plyr/baseball.html","baseball R Documentation   Yearly batting records for all major league baseball players   Description  
This data frame contains batting statistics for a subset of players collected from http://www.baseball-databank.org/ . There are a total of 21,699 records, covering 1,228 players from 1871 to 2007. Only players with more 15 seasons of play are included.    Usage    baseball    Format  
A 21699 x 22 data frame   Variables  
Variables:   

id, unique player id   
year, year of data   
stint   
team, team played for   
lg, league   
g, number of games   
ab, number of times at bat   
r, number of runs   
h, hits, times reached base because of a batted, fair ball without error by the defense   
X2b, hits on which the batter reached second base safely   
X3b, hits on which the batter reached third base safely   
hr, number of home runs   
rbi, runs batted in   
sb, stolen bases   
cs, caught stealing   
bb, base on balls (walk)   
so, strike outs   
ibb, intentional base on balls   
hbp, hits by pitch   
sh, sacrifice hits   
sf, sacrifice flies   
gidp, ground into double play      References  
http://www.baseball-databank.org/     Examples    baberuth <- subset(baseball, id == ""ruthba01"") baberuth$cyear <- baberuth$year - min(baberuth$year) + 1 calculate_cyear <- function(df) { mutate(df, cyear = year - min(year), cpercent = cyear / (max(year) - min(year)) ) } baseball <- ddply(baseball, .(id), calculate_cyear) baseball <- subset(baseball, ab >= 25) model <- function(df) { lm(rbi / ab ~ cyear, data=df) } model(baberuth) models <- dlply(baseball, .(id), model)"
"plyr-ozone","plyr","ozone","Monthly ozone measurements over Central America.",24,1728,0,0,0,0,1728,"https://vincentarelbundock.github.io/Rdatasets/csv/plyr/ozone.csv","https://vincentarelbundock.github.io/Rdatasets/doc/plyr/ozone.html","ozone R Documentation   Monthly ozone measurements over Central America.   Description  
This data set is a subset of the data from the 2006 ASA Data expo challenge, http://stat-computing.org/dataexpo/2006/ . The data are monthly ozone averages on a very coarse 24 by 24 grid covering Central America, from Jan 1995 to Dec 2000. The data is stored in a 3d area with the first two dimensions representing latitude and longitude, and the third representing time.    Usage    ozone    Format  
A 24 x 24 x 72 numeric array   References  
http://stat-computing.org/dataexpo/2006/     Examples    value <- ozone[1, 1, ] time <- 1:72 month.abbr <- c(""Jan"", ""Feb"", ""Mar"", ""Apr"", ""May"", ""Jun"", ""Jul"", ""Aug"", ""Sep"", ""Oct"", ""Nov"", ""Dec"") month <- factor(rep(month.abbr, length = 72), levels = month.abbr) year <- rep(1:6, each = 12) deseasf <- function(value) lm(value ~ month - 1) models <- alply(ozone, 1:2, deseasf) coefs <- laply(models, coef) dimnames(coefs)[[3]] <- month.abbr names(dimnames(coefs))[3] <- ""month"" deseas <- laply(models, resid) dimnames(deseas)[[3]] <- 1:72 names(dimnames(deseas))[3] <- ""time"" dim(coefs) dim(deseas)"
