"ID","HowToGet"
"MASS-menarche","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/menarche.csv""]"
"MASS-michelson","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/michelson.csv""]"
"MASS-minn38","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/minn38.csv""]"
"MASS-motors","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/motors.csv""]"
"MASS-muscle","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/muscle.csv""]"
"MASS-newcomb","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/newcomb.csv""]"
"MASS-nlschools","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/nlschools.csv""]"
"MASS-npk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/npk.csv""]"
"MASS-npr1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/npr1.csv""]"
"MASS-oats","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/oats.csv""]"
"MASS-OME","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/OME.csv""]"
"MASS-painters","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/painters.csv""]"
"MASS-petrol","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/petrol.csv""]"
"MASS-phones","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/phones.csv""]"
"MASS-Pima.te","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.te.csv""]"
"MASS-Pima.tr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.tr.csv""]"
"MASS-Pima.tr2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.tr2.csv""]"
"MASS-quine","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/quine.csv""]"
"MASS-Rabbit","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Rabbit.csv""]"
"MASS-road","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/road.csv""]"
"MASS-rotifer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/rotifer.csv""]"
"MASS-Rubber","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Rubber.csv""]"
"MASS-ships","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/ships.csv""]"
"MASS-shoes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/shoes.csv""]"
"MASS-shrimp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/shrimp.csv""]"
"MASS-shuttle","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/shuttle.csv""]"
"MASS-Sitka","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Sitka.csv""]"
"MASS-Sitka89","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Sitka89.csv""]"
"MASS-Skye","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Skye.csv""]"
"MASS-snails","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/snails.csv""]"
"MASS-SP500","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/SP500.csv""]"
"MASS-steam","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/steam.csv""]"
"MASS-stormer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/stormer.csv""]"
"MASS-survey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/survey.csv""]"
"MASS-synth.te","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/synth.te.csv""]"
"MASS-synth.tr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/synth.tr.csv""]"
"MASS-topo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/topo.csv""]"
"MASS-Traffic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Traffic.csv""]"
"MASS-UScereal","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/UScereal.csv""]"
"MASS-UScrime","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/UScrime.csv""]"
"MASS-VA","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/VA.csv""]"
"MASS-waders","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/waders.csv""]"
"MASS-whiteside","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/whiteside.csv""]"
"MASS-wtloss","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/MASS/wtloss.csv""]"
"mediation-boundsdata","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mediation/boundsdata.csv""]"
"mediation-CEDdata","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mediation/CEDdata.csv""]"
"mediation-framing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mediation/framing.csv""]"
"mediation-jobs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mediation/jobs.csv""]"
"mediation-school","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mediation/school.csv""]"
"mediation-student","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mediation/student.csv""]"
"mi-CHAIN","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mi/CHAIN.csv""]"
"mi-nlsyV","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mi/nlsyV.csv""]"
"mosaicData-Alcohol","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Alcohol.csv""]"
"mosaicData-Birthdays","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Birthdays.csv""]"
"mosaicData-Births","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Births.csv""]"
"mosaicData-Births2015","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Births2015.csv""]"
"mosaicData-Births78","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Births78.csv""]"
"mosaicData-Cards","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Cards.csv""]"
"mosaicData-CoolingWater","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/CoolingWater.csv""]"
"mosaicData-Countries","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Countries.csv""]"
"mosaicData-CPS85","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/CPS85.csv""]"
"mosaicData-Dimes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Dimes.csv""]"
"mosaicData-Galton","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Galton.csv""]"
"mosaicData-Gestation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Gestation.csv""]"
"mosaicData-GoosePermits","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/GoosePermits.csv""]"
"mosaicData-HeatX","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HeatX.csv""]"
"mosaicData-HELPfull","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HELPfull.csv""]"
"mosaicData-HELPmiss","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HELPmiss.csv""]"
"mosaicData-HELPrct","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HELPrct.csv""]"
"mosaicData-KidsFeet","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/KidsFeet.csv""]"
"mosaicData-Marriage","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Marriage.csv""]"
"mosaicData-Mites","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Mites.csv""]"
"mosaicData-RailTrail","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/RailTrail.csv""]"
"mosaicData-Riders","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Riders.csv""]"
"mosaicData-SaratogaHouses","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SaratogaHouses.csv""]"
"mosaicData-SAT","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SAT.csv""]"
"mosaicData-SnowGR","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SnowGR.csv""]"
"mosaicData-SwimRecords","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SwimRecords.csv""]"
"mosaicData-TenMileRace","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/TenMileRace.csv""]"
"mosaicData-Utilities","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Utilities.csv""]"
"mosaicData-Utilities2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Utilities2.csv""]"
"mosaicData-Weather","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Weather.csv""]"
"mosaicData-Whickham","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Whickham.csv""]"
"mstate-aidssi","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/aidssi.csv""]"
"mstate-aidssi2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/aidssi2.csv""]"
"mstate-bmt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/bmt.csv""]"
"mstate-ebmt1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/ebmt1.csv""]"
"mstate-ebmt2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/ebmt2.csv""]"
"mstate-ebmt3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/ebmt3.csv""]"
"mstate-ebmt4","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/ebmt4.csv""]"
"mstate-prothr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/mstate/prothr.csv""]"
"multgee-arthritis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/multgee/arthritis.csv""]"
"multgee-housing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/multgee/housing.csv""]"
"nycflights13-airlines","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/nycflights13/airlines.csv""]"
"nycflights13-airports","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/nycflights13/airports.csv""]"
"nycflights13-flights","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/nycflights13/flights.csv""]"
"nycflights13-planes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/nycflights13/planes.csv""]"
"nycflights13-weather","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/nycflights13/weather.csv""]"
"openintro-absenteeism","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/absenteeism.csv""]"
"openintro-acs12","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/acs12.csv""]"
"openintro-age_at_mar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/age_at_mar.csv""]"
"openintro-ames","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ames.csv""]"
"openintro-ami_occurrences","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ami_occurrences.csv""]"
"openintro-antibiotics","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/antibiotics.csv""]"
"openintro-arbuthnot","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/arbuthnot.csv""]"
"openintro-ask","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ask.csv""]"
"openintro-association","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/association.csv""]"
"openintro-assortive_mating","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/assortive_mating.csv""]"
"openintro-avandia","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/avandia.csv""]"
"openintro-babies","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/babies.csv""]"
"openintro-babies_crawl","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/babies_crawl.csv""]"
"openintro-bac","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/bac.csv""]"
"openintro-ball_bearing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ball_bearing.csv""]"
"openintro-bdims","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/bdims.csv""]"
"openintro-biontech_adolescents","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/biontech_adolescents.csv""]"
"openintro-birds","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/birds.csv""]"
"openintro-births","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/births.csv""]"
"openintro-births14","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/births14.csv""]"
"openintro-books","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/books.csv""]"
"openintro-burger","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/burger.csv""]"
"openintro-cancer_in_dogs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cancer_in_dogs.csv""]"
"openintro-cards","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cards.csv""]"
"openintro-cars93","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cars93.csv""]"
"openintro-cchousing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cchousing.csv""]"
"openintro-census","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/census.csv""]"
"openintro-cherry","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cherry.csv""]"
"openintro-china","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/china.csv""]"
"openintro-cia_factbook","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cia_factbook.csv""]"
"openintro-classdata","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/classdata.csv""]"
"openintro-cle_sac","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cle_sac.csv""]"
"openintro-climate70","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/climate70.csv""]"
"openintro-coast_starlight","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/coast_starlight.csv""]"
"openintro-COL","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/COL.csv""]"
"openintro-corr_match","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/corr_match.csv""]"
"openintro-country_iso","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/country_iso.csv""]"
"openintro-cpr","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cpr.csv""]"
"openintro-cpu","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/cpu.csv""]"
"openintro-credits","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/credits.csv""]"
"openintro-daycare_fines","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/daycare_fines.csv""]"
"openintro-diabetes2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/diabetes2.csv""]"
"openintro-dream","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/dream.csv""]"
"openintro-drone_blades","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/drone_blades.csv""]"
"openintro-drug_use","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/drug_use.csv""]"
"openintro-duke_forest","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/duke_forest.csv""]"
"openintro-earthquakes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/earthquakes.csv""]"
"openintro-ebola_survey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ebola_survey.csv""]"
"openintro-elmhurst","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/elmhurst.csv""]"
"openintro-email","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/email.csv""]"
"openintro-email_test","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/email_test.csv""]"
"openintro-email50","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/email50.csv""]"
"openintro-env_regulation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/env_regulation.csv""]"
"openintro-epa2012","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/epa2012.csv""]"
"openintro-epa2021","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/epa2021.csv""]"
"openintro-esi","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/esi.csv""]"
"openintro-ethanol","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ethanol.csv""]"
"openintro-evals","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/evals.csv""]"
"openintro-exam_grades","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/exam_grades.csv""]"
"openintro-exams","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/exams.csv""]"
"openintro-exclusive_relationship","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/exclusive_relationship.csv""]"
"openintro-fact_opinion","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/fact_opinion.csv""]"
"openintro-family_college","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/family_college.csv""]"
"openintro-fastfood","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/fastfood.csv""]"
"openintro-fcid","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/fcid.csv""]"
"openintro-fheights","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/fheights.csv""]"
"openintro-fish_oil_18","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/fish_oil_18.csv""]"
"openintro-flow_rates","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/flow_rates.csv""]"
"openintro-friday","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/friday.csv""]"
"openintro-full_body_scan","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/full_body_scan.csv""]"
"openintro-gear_company","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gear_company.csv""]"
"openintro-gender_discrimination","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gender_discrimination.csv""]"
"openintro-get_it_dunn_run","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/get_it_dunn_run.csv""]"
"openintro-gifted","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gifted.csv""]"
"openintro-global_warming_pew","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/global_warming_pew.csv""]"
"openintro-goog","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/goog.csv""]"
"openintro-gov_poll","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gov_poll.csv""]"
"openintro-gpa","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gpa.csv""]"
"openintro-gpa_iq","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gpa_iq.csv""]"
"openintro-gpa_study_hours","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gpa_study_hours.csv""]"
"openintro-gradestv","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gradestv.csv""]"
"openintro-gsearch","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gsearch.csv""]"
"openintro-gss2010","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/gss2010.csv""]"
"openintro-health_coverage","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/health_coverage.csv""]"
"openintro-healthcare_law_survey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/healthcare_law_survey.csv""]"
"openintro-heart_transplant","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/heart_transplant.csv""]"
"openintro-helium","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/helium.csv""]"
"openintro-helmet","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/helmet.csv""]"
"openintro-hfi","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/hfi.csv""]"
"openintro-house","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/house.csv""]"
"openintro-housing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/housing.csv""]"
"openintro-hsb2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/hsb2.csv""]"
"openintro-husbands_wives","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/husbands_wives.csv""]"
"openintro-immigration","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/immigration.csv""]"
"openintro-IMSCOL","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/IMSCOL.csv""]"
"openintro-infmortrate","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/infmortrate.csv""]"
"openintro-ipod","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ipod.csv""]"
"openintro-jury","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/jury.csv""]"
"openintro-kobe_basket","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/kobe_basket.csv""]"
"openintro-law_resume","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/law_resume.csv""]"
"openintro-leg_mari","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/leg_mari.csv""]"
"openintro-lizard_habitat","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/lizard_habitat.csv""]"
"openintro-lizard_run","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/lizard_run.csv""]"
"openintro-loan50","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/loan50.csv""]"
"openintro-loans_full_schema","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/loans_full_schema.csv""]"
"openintro-london_boroughs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/london_boroughs.csv""]"
"openintro-london_murders","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/london_murders.csv""]"
"openintro-mail_me","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mail_me.csv""]"
"openintro-major_survey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/major_survey.csv""]"
"openintro-malaria","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/malaria.csv""]"
"openintro-male_heights","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/male_heights.csv""]"
"openintro-male_heights_fcid","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/male_heights_fcid.csv""]"
"openintro-mammals","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mammals.csv""]"
"openintro-mammogram","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mammogram.csv""]"
"openintro-marathon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/marathon.csv""]"
"openintro-mariokart","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mariokart.csv""]"
"openintro-mcu_films","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mcu_films.csv""]"
"openintro-midterms_house","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/midterms_house.csv""]"
"openintro-migraine","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/migraine.csv""]"
"openintro-military","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/military.csv""]"
"openintro-mlb","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mlb.csv""]"
"openintro-mlb_players_18","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mlb_players_18.csv""]"
"openintro-mlbbat10","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mlbbat10.csv""]"
"openintro-mtl","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/mtl.csv""]"
"openintro-murders","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/murders.csv""]"
"openintro-nba_heights","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/nba_heights.csv""]"
"openintro-nba_players_19","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/nba_players_19.csv""]"
"openintro-ncbirths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ncbirths.csv""]"
"openintro-nuclear_survey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/nuclear_survey.csv""]"
"openintro-nyc_marathon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/nyc_marathon.csv""]"
"openintro-nycflights","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/nycflights.csv""]"
"openintro-offshore_drilling","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/offshore_drilling.csv""]"
"openintro-openintro_colors","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/openintro_colors.csv""]"
"openintro-opportunity_cost","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/opportunity_cost.csv""]"
"openintro-orings","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/orings.csv""]"
"openintro-oscars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/oscars.csv""]"
"openintro-outliers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/outliers.csv""]"
"openintro-penelope","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/penelope.csv""]"
"openintro-penetrating_oil","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/penetrating_oil.csv""]"
"openintro-penny_ages","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/penny_ages.csv""]"
"openintro-pew_energy_2018","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/pew_energy_2018.csv""]"
"openintro-photo_classify","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/photo_classify.csv""]"
"openintro-piracy","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/piracy.csv""]"
"openintro-playing_cards","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/playing_cards.csv""]"
"openintro-pm25_2011_durham","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/pm25_2011_durham.csv""]"
"openintro-poker","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/poker.csv""]"
"openintro-possum","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/possum.csv""]"
"openintro-ppp_201503","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ppp_201503.csv""]"
"openintro-present","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/present.csv""]"
"openintro-president","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/president.csv""]"
"openintro-prison","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/prison.csv""]"
"openintro-prius_mpg","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/prius_mpg.csv""]"
"openintro-race_justice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/race_justice.csv""]"
"openintro-res_demo_1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/res_demo_1.csv""]"
"openintro-res_demo_2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/res_demo_2.csv""]"
"openintro-resume","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/resume.csv""]"
"openintro-rosling_responses","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/rosling_responses.csv""]"
